area,balconynum,balconysize,category,community,floor,gardennum,gardensize,id,listprice,name,onboarddate,roominfo,size,totalfloor,unitprice
南门,0,0,普通住宅,西二路散盘,高,0,0,107102325897,190,复式开门做成单户，上下面积均等。_苏州姑苏南门西二路散盘二手房(苏州链家),2020-04-01,5室3厅,85, (共5层),22353
齐门,1,24.68,普通住宅,晋府水巷别墅,低,0,0,107102328448,980,护城河内高档小区 三楼加大阁楼 阁楼产证不体现_苏州姑苏齐门晋府水巷别墅二手房(苏州链家),2020-04-01,4室2厅,167, (共3层),58683
沧浪新城,2,33.480000000000004,普通住宅,怡景万家,高,0,0,107102329171,560,沧浪新城之翼，稀有顶复，空中花园，大汽车库随时看房_苏州姑苏沧浪新城怡景万家二手房(苏州链家),2020-04-02,4室2厅,205.47, (共5层),27255
留园西园,2,21.88,普通住宅,嘉业阳光城,高,0,0,107102330859,325,此房满五年，配套实施完善、交通便利户型很受欢迎_苏州姑苏留园西园嘉业阳光城二手房(苏州链家),2020-04-02,5室3厅,209, (共5层),15551
平江新城,1,11.81,普通住宅,大观花园,高,0,0,107102332211,450,小区中间位置，五居室，边户采光好_苏州姑苏平江新城大观花园二手房(苏州链家),2020-04-02,5室3厅,188, (共5层),23937
胥江,2,39.53,普通住宅,胥馨家园,高,0,0,107102334432,400,胥馨家园 胥江路 5楼复式 带晒台 价格可谈 独库21平_苏州姑苏胥江胥馨家园二手房(苏州链家),2020-04-03,5室2厅,196.68, (共5层),20338
留园西园,0,0,别墅,玖园,低,0,0,107102335682,699,市区联排别墅 纯毛坯南北院子 带汽车库地下室 有钥匙_苏州姑苏留园西园玖园二手房(苏州链家),2020-04-03,5室2厅,280, (共2层),24965
留园西园,0,0,别墅,玖园,低,0,0,107102336039,750,市区联排 南北院子 四层联排 满两年有钥匙价可谈_苏州姑苏留园西园玖园二手房(苏州链家),2020-04-03,5室3厅,280, (共2层),26786
葑门,0,0,普通住宅,现代花园,高,0,0,107102341272,273,急售 欧尚 家乐福旁 2000年房龄 带独库_苏州姑苏葑门现代花园二手房(苏州链家),2020-04-04,5室1厅,150.8, (共5层),18104
南门,0,0,普通住宅,桂花新村,高,0,0,107102341338,582,桂花  复式 两个车库 三个阳光房  满五唯一 精装全明_苏州姑苏南门桂花新村二手房(苏州链家),2020-04-04,4室2厅,188, (共5层),30958
胥江,0,0,普通住宅,金桥新村,高,0,0,107102344209,260,胥江新村，顶楼复式，精装修可拎包入住_苏州姑苏胥江金桥新村二手房(苏州链家),2020-04-05,5室2厅,134, (共6层),19403
南门,1,5.69,普通住宅,新翠园新村,高,0,0,107102342286,438,新翠园新村 振华 顶复 可看翠湖 有车库_苏州姑苏南门新翠园新村二手房(苏州链家),2020-04-04,4室2厅,96.26, (共5层),45502
金阊新城,0,0,普通住宅,富强新苑二区,高,0,0,107102345181,255,此房满五，业主自住，安静宜居，出行方便，采光好_苏州姑苏金阊新城富强新苑二区二手房(苏州链家),2020-04-05,4室2厅,153, (共5层),16667
南门,2,36.3,普通住宅,桂花新村,高,0,0,107102348518,630,桂花新村 精装修 全明通透户型 诚售 四楼复式有汽车位_苏州姑苏南门桂花新村二手房(苏州链家),2020-04-06,6室3厅,169.72, (共4层),37120
南门,1,11.06,普通住宅,桂花新村,高,0,0,107102348889,535,桂花新村 精装复式 自住保养好 带车库和车位_苏州姑苏南门桂花新村二手房(苏州链家),2020-04-06,4室2厅,161.84, (共5层),33058
平江新城,1,12.89,普通住宅,汇翠花园,高,0,0,107102352262,325,此房楼间距大，中间楼层。采光没问题，户型正气，_苏州姑苏平江新城汇翠花园二手房(苏州链家),2020-04-06,4室2厅,154, (共5层),21104
齐门,0,0,别墅,晋府水巷别墅,低,0,0,107102351938,1600,次新小区 联排别墅前后庭院 顶楼后盖了一层多出100平_苏州姑苏齐门晋府水巷别墅二手房(苏州链家),2020-04-06,9室3厅,366.2, (共3层),43692
胥江,0,0,普通住宅,锦邻缘,高,0,0,107102254358,272,新上锦邻缘，五楼带阁楼，四房两厅精装修_苏州姑苏胥江锦邻缘二手房(苏州链家),2020-03-15,4室2厅,99.27, (共5层),27401
胥江,2,54.78,普通住宅,三香福郡,高,0,0,107102301747,560,三香福郡5楼复式，楼上楼下共190平，房东全新精装修_苏州姑苏胥江三香福郡二手房(苏州链家),2020-03-26,4室3厅,190, (共5层),29474
留园西园,0,0,别墅,嘉业阳光城,低,0,0,107102256325,699,姑苏西园 新庄立交 联排别墅 诚意出售！_苏州姑苏留园西园嘉业阳光城二手房(苏州链家),2020-03-16,5室3厅,252, (共1层),27739
胥江,1,9.79,普通住宅,梅亭苑,高,0,0,107102258072,235,得房率高，自行车库15平米，看房方便_苏州姑苏胥江梅亭苑二手房(苏州链家),2020-03-16,4室2厅,102, (共5层),23040
平江新城,0,0,普通住宅,梅花新村,高,0,0,107102259645,320,在建地铁口旁，很实用的大六房，低单价，拎包入住_苏州姑苏平江新城梅花新村二手房(苏州链家),2020-03-16,6室2厅,151, (共6层),21193
平江新城,1,15.78,普通住宅,天筑家园南区,高,0,0,107102262731,548,天筑家园超大复式，精装5房，位置好.诚心出售~_苏州姑苏平江新城天筑家园南区二手房(苏州链家),2020-03-17,5室3厅,220, (共5层),24910
留园西园,1,12.0,别墅,丽景花苑,低,1,50.4,107102266423,780,古城区独栋别墅自住装修带车库带大院子_苏州姑苏留园西园丽景花苑二手房(苏州链家),2020-03-18,5室3厅,250, (共1层),31200
胥江,0,0,普通住宅,梅亭苑,高,0,0,107102271734,200,满五不唯一，精装修，户型正气，采光佳。。。_苏州姑苏胥江梅亭苑二手房(苏州链家),2020-03-20,4室2厅,98, (共5层),20409
平江新城,1,9.71,普通住宅,苏江花园,高,0,0,107102272457,369,必看好房精装复式诚心出售随时可看_苏州姑苏平江新城苏江花园二手房(苏州链家),2020-03-20,4室2厅,155, (共5层),23807
胥江,2,47.83,普通住宅,胥馨家园,高,0,0,107102273595,445.8,胥江路 胥馨家园 4楼复 精装五居室 独立自行车库！_苏州姑苏胥江胥馨家园二手房(苏州链家),2020-03-20,5室2厅,216.88, (共4层),20556
平江新城,1,11.31,普通住宅,大观花园,高,0,0,107102274658,428,南北通透，改善型，交通、娱乐、学 校都很好_苏州姑苏平江新城大观花园二手房(苏州链家),2020-03-20,5室2厅,160, (共5层),26750
留园西园,0,0,普通住宅,冠云花园,高,0,0,107102277315,240,冠云花园 5室2厅 240万_苏州姑苏留园西园冠云花园二手房(苏州链家),2020-03-21,5室2厅,120, (共6层),20000
桃花坞,0,0,别墅,景苑小区,低,0,0,107102278710,770,满五唯一，自住装修，不靠马路，环境优雅_苏州姑苏桃花坞景苑小区二手房(苏州链家),2020-03-21,4室2厅,220, (共4层),35000
平江新城,2,14.850000000000001,普通住宅,大观花园北区,高,0,0,107102278774,428,大观花园满五 ，精装修，两房朝南，交通方便_苏州姑苏平江新城大观花园北区二手房(苏州链家),2020-03-21,4室2厅,150, (共5层),28534
平江新城,1,9.75,普通住宅,大观花园,高,0,0,107102280068,455,大观花园，136平+70平+汽车库28平+大露台，诚心急售_苏州姑苏平江新城大观花园二手房(苏州链家),2020-03-21,5室2厅,206, (共5层),22088
平江新城,0,0,别墅,中梁天御三区,低,0,0,107102281811,1200,品质小区 低密度住宅  新上别墅 带160平大院子_苏州姑苏平江新城中梁天御三区二手房(苏州链家),2020-03-22,5室3厅,404.62, (共2层),29658
南门,2,26.759999999999998,普通住宅,盘溪新村上沙苑,高,0,0,107102282694,298,满五唯一，金典复式，采光刺眼，交通便利。_苏州姑苏南门盘溪新村上沙苑二手房(苏州链家),2020-03-22,4室2厅,149.1, (共5层),19987
沧浪新城,1,6.66,普通住宅,友联二村,高,0,0,107102285877,235,友联二村 5室2厅 235万_苏州姑苏沧浪新城友联二村二手房(苏州链家),2020-03-23,5室2厅,140, (共6层),16786
娄门,1,10.45,普通住宅,永林二区,高,0,0,107102285903,320,永林二区，婚房装修，顶楼复式，楼上楼下一样大_苏州姑苏娄门永林二区二手房(苏州链家),2020-03-23,4室2厅,110, (共6层),29091
金门,0,0,别墅,寒舍,低,0,0,107102287344,660,姑苏城外寒舍精装别墅业主诚心出售_苏州姑苏金门寒舍二手房(苏州链家),2020-03-23,4室2厅,223, (共3层),29597
平江新城,3,19.71,普通住宅,苏锦一村,高,0,0,107102285989,320,苏锦一村 顶楼复式 中等装修 看房方便 业主诚心出售_苏州姑苏平江新城苏锦一村二手房(苏州链家),2020-03-23,5室3厅,148.07, (共5层),21612
留园西园,0,0,别墅,嘉业阳光城,低,0,0,107102288248,630,嘉业阳光城联排别墅230平，院子25平左右，630万_苏州姑苏留园西园嘉业阳光城二手房(苏州链家),2020-03-23,5室3厅,230, (共1层),27392
平江新城,0,0,普通住宅,新天地家园北区,高,0,0,107102288512,326,房东诚心卖房，有钥匙，看房方便。_苏州姑苏平江新城新天地家园北区二手房(苏州链家),2020-03-23,5室2厅,128, (共4层),25469
胥江,2,32.3,普通住宅,小施家弄22号,高,0,0,107102290415,335,业主自住精装修四楼复式，前后带大露台 彩光好通透_苏州姑苏胥江小施家弄22号二手房(苏州链家),2020-03-24,4室2厅,147, (共4层),22790
葑门,0,0,普通住宅,现代花园,高,0,0,107102292004,252,现代花园精装复式，4房两卫，家具家电齐全_苏州姑苏葑门现代花园二手房(苏州链家),2020-03-24,4室2厅,101, (共5层),24951
平江路,0,0,普通住宅,钮家巷,高,0,0,107102294732,410,临顿路地铁口，平江实小，状元博物馆，纽家巷看房方便_苏州姑苏平江路钮家巷二手房(苏州链家),2020-03-25,5室2厅,88, (共4层),46591
南门,1,14.07,普通住宅,南华公寓,高,0,0,107102295187,399,复式三卫，满五唯一，适合一家人居住，环境好居住舒适_苏州姑苏南门南华公寓二手房(苏州链家),2020-03-25,5室3厅,200, (共5层),19950
虎丘,1,3.64,普通住宅,虎阜花园西区,高,0,0,107102295661,243,满五唯一税少，精装拎包入住，南北通透，实用面积大_苏州姑苏虎丘虎阜花园西区二手房(苏州链家),2020-03-25,4室2厅,99, (共5层),24546
平江新城,1,8.02,普通住宅,官渎花园,高,0,0,107102297079,215,官渡花园 精装4室 顶复 自住诚意出售_苏州姑苏平江新城官渎花园二手房(苏州链家),2020-03-25,4室2厅,88.52, (共5层),24289
留园西园,0,0,别墅,嘉业阳光城,低,0,0,107102299399,650,嘉业阳光城 边户别墅 双车位车库 精装修 100平大院子_苏州姑苏留园西园嘉业阳光城二手房(苏州链家),2020-03-26,5室2厅,230, (共3层),28261
胥江,0,0,普通住宅,新康花园,高,0,0,107102253122,266,新康花园 顶楼复式 业主诚心急售_苏州姑苏胥江新康花园二手房(苏州链家),2020-03-15,5室2厅,140, (共6层),19000
金门,2,13.64,普通住宅,金之枫花园,高,0,0,107102158334,355,金之枫花园复式 自住装修 带大晒台 独库 看房方便_苏州姑苏金门金之枫花园二手房(苏州链家),2020-01-13,5室3厅,175.5, (共6层),20228
胥江,1,12.28,普通住宅,胥馨家园,高,0,0,107102158325,430,轻轨旁 四楼复式 带南晒台 采光好 有钥匙 随时看房_苏州姑苏胥江胥馨家园二手房(苏州链家),2020-01-13,5室3厅,235, (共4层),18298
金门,1,28.37,普通住宅,新元新村,高,0,0,107102158331,390,新元新村复式 带汽车库 大露台 自住装修 看房方便 急_苏州姑苏金门新元新村二手房(苏州链家),2020-01-13,5室3厅,128, (共4层),30469
胥江,0,0,普通住宅,华泰家园,低,0,0,107102158368,448,劳动路地铁2号线，护城河旁，华泰家园 有汽车库另_苏州姑苏胥江华泰家园二手房(苏州链家),2020-01-13,4室2厅,176, (共5层),25455
留园西园,0,0,普通住宅,新庄二村,高,0,0,107102158399,285,一梯一户，楼上楼下分开，相当于两家。_苏州姑苏留园西园新庄二村二手房(苏州链家),2020-01-13,5室3厅,200, (共6层),14250
胥江,0,0,普通住宅,广大家园,高,0,0,107102159888,305,顶楼复式 无遮挡，采光好 四室好户型_苏州姑苏胥江广大家园二手房(苏州链家),2020-01-13,4室2厅,127, (共4层),24016
十全街,0,0,普通住宅,吴衙场散盘,低,0,0,107102161190,1600,吴衙场散盘 5室4厅 1600万_苏州姑苏十全街吴衙场散盘二手房(苏州链家),2020-01-14,5室4厅,253.38, (共2层),63147
金门,3,25.58,普通住宅,彩香一村三区,高,0,0,107102161785,270,视野好 利用空间充足 诚心出售 可塑造性高_苏州姑苏金门彩香一村三区二手房(苏州链家),2020-01-14,4室2厅,160.62, (共5层),16810
桃花坞,0,0,别墅,桃坞郡府,低,0,0,107102166702,1980,桃坞郡府，独栋别墅，全新毛坯，满两年，值得考虑_苏州姑苏桃花坞桃坞郡府二手房(苏州链家),2020-01-17,4室3厅,400.97, (共2层),49381
留园西园,1,5.26,普通住宅,玫瑰苑(姑苏区),高,0,0,107102177850,248,视野开阔采光充足，配套设施齐全，交通便利，得房率高_苏州姑苏留园西园玫瑰苑(姑苏区)二手房(苏州链家),2020-02-12,4室3厅,91.7, (共5层),27045
娄门,0,0,普通住宅,永林新村,低,0,0,107102187771,325,永林新村 楼层好 房型正  老式精装修_苏州姑苏娄门永林新村二手房(苏州链家),2020-02-22,4室2厅,142.83, (共6层),22755
平江新城,0,0,普通住宅,汇翠花园,高,0,0,107102193178,338,房东诚心售房，看房方便，采光充足_苏州姑苏平江新城汇翠花园二手房(苏州链家),2020-02-25,5室3厅,195, (共5层),17334
南门,1,10.15,普通住宅,润发公寓,高,0,0,107102194233,680,润发公寓 桂花公园 护城河边 精装 五室 诚心出售_苏州姑苏南门润发公寓二手房(苏州链家),2020-02-26,5室3厅,190, (共4层),35790
胥江,0,0,普通住宅,梅亭苑,高,0,0,107102203656,190,梅亭苑5楼复式 看房方便 业主自住，自行车库15平米_苏州姑苏胥江梅亭苑二手房(苏州链家),2020-02-29,4室2厅,102.6, (共5层),18519
平江新城,0,0,普通住宅,汇翠花园,高,0,0,107102198536,360,满五唯一 顶楼三阳台 楼下107+68平_苏州姑苏平江新城汇翠花园二手房(苏州链家),2020-02-27,5室2厅,175, (共5层),20572
南门,0,0,普通住宅,桂花新村,高,0,0,107102213575,650,桂花新村 精装修带地暖 全明通透户型 诚售宜居复式_苏州姑苏南门桂花新村二手房(苏州链家),2020-03-04,5室2厅,129.39, (共4层),50236
平江新城,0,0,普通住宅,汇翠花园,高,0,0,107102215026,365,新上！汇翠复式大五房！30平露台！一家人住的大宅_苏州姑苏平江新城汇翠花园二手房(苏州链家),2020-03-04,5室2厅,195.72, (共5层),18650
平江路,1,14.69,普通住宅,兰亭苑,高,0,0,107102222709,640,小区是市区为数不多04年建造的房子，4楼复式，满五_苏州姑苏平江路兰亭苑二手房(苏州链家),2020-03-06,5室2厅,183, (共4层),34973
金阊新城,0,0,普通住宅,富强新苑二区,高,0,0,107102220708,292,富强新苑二区 4室2厅 292万_苏州姑苏金阊新城富强新苑二区二手房(苏州链家),2020-03-06,4室2厅,154, (共5层),18962
平江新城,2,14.3,普通住宅,苏锦一村,高,0,0,107102224126,375,锦月新居 复式住宅 精装修 4月满两年 业主诚意售房_苏州姑苏平江新城苏锦一村二手房(苏州链家),2020-03-07,5室2厅,183, (共5层),20492
石路,1,7.91,普通住宅,红菱花苑,高,0,0,107102225508,370,红菱花苑5五楼复式。自住装修，附带车位一个。_苏州姑苏石路红菱花苑二手房(苏州链家),2020-03-07,6室3厅,183, (共5层),20219
留园西园,2,18.759999999999998,普通住宅,嘉业阳光城,高,0,0,107102227713,330,房子满五、户型正气，采光充足，视野开阔_苏州姑苏留园西园嘉业阳光城二手房(苏州链家),2020-03-08,5室3厅,184, (共5层),17935
娄门,2,10.25,普通住宅,永林二区,高,0,0,107102228664,345,新永林二区商品房复式好房带汽车库_苏州姑苏娄门永林二区二手房(苏州链家),2020-03-08,4室2厅,118.05, (共5层),29225
平江新城,0,0,普通住宅,当代万国府MOMΛ,低,2,87.62,107102233299,784.8,当代万国府，第二排小区中间，可等满两年过户，有钥匙_苏州姑苏平江新城当代万国府MOMΛ二手房(苏州链家),2020-03-10,4室3厅,192.66, (共6层),40735
胥江,1,13.96,普通住宅,新康花园,高,0,0,107102244260,288,新康花园二期  复式 有独库 有钥匙看房方便_苏州姑苏胥江新康花园二手房(苏州链家),2020-03-13,5室2厅,168.94, (共6层),17048
金门,0,0,别墅,寒舍,低,0,0,107102246026,534.6,寒舍 4室2厅 534.6万_苏州姑苏金门寒舍二手房(苏州链家),2020-03-13,4室2厅,202.66, (共3层),26380
虎丘,0,0,普通住宅,虎阜花园西区,高,0,0,107102247651,258.5,虎阜花园西区 经典四房 顶带阁 改善住房_苏州姑苏虎丘虎阜花园西区二手房(苏州链家),2020-03-14,4室2厅,120, (共5层),21542
胥江,1,12.97,普通住宅,金桥新村,高,0,0,107102249959,238,金桥新村 满五唯一 带车位 车库  带露台 拎包入住_苏州姑苏胥江金桥新村二手房(苏州链家),2020-03-14,4室2厅,156, (共6层),15257
沧浪新城,2,25.04,普通住宅,福星小区,高,0,0,107102251303,358,四楼复式，老式精装修，看房提前预约，业主诚售，，_苏州姑苏沧浪新城福星小区二手房(苏州链家),2020-03-14,5室3厅,189.26, (共4层),18916
胥江,0,0,普通住宅,三香花园,高,0,0,107102158318,360,三香广场旁 三香花园复式 带大露台 独库 自住装修_苏州姑苏胥江三香花园二手房(苏州链家),2020-01-13,6室3厅,155.68, (共5层),23125
南门,2,8.41,普通住宅,玉兰新村,高,0,0,107102093099,498,满五年唯一，复式精装修自住，采光好，位置好。_苏州姑苏南门玉兰新村二手房(苏州链家),2019-12-20,5室2厅,174, (共6层),28621
南门,0,0,普通住宅,佳安别院,低,1,55.18,107102096923,600,1楼带50平院子 苏氏园林佳安别院 满五年唯一_苏州姑苏南门佳安别院二手房(苏州链家),2019-12-22,4室3厅,154.82, (共4层),38755
石路,2,21.73,普通住宅,红菱花苑,高,0,0,107102101029,480,红菱花苑地铁口复式好房 精装修 拎包入住_苏州姑苏石路红菱花苑二手房(苏州链家),2019-12-23,5室3厅,200.4, (共5层),23953
金门,0,0,普通住宅,菱塘新村二区,高,0,0,107102101481,410,菱塘新村二区 5室2厅 410万_苏州姑苏金门菱塘新村二区二手房(苏州链家),2019-12-23,5室2厅,200, (共4层),20500
金阊新城,0,0,普通住宅,富强新苑二区,高,0,0,107102094760,310,城北西路边地铁口旁，大户顶楼复式，精装修，随时看_苏州姑苏金阊新城富强新苑二区二手房(苏州链家),2019-12-21,5室2厅,189, (共5层),16403
金门,0,0,别墅,寒舍,低,0,0,107102102332,620,新出 寒舍E户型 北进门 纯毛坯 诚意出售_苏州姑苏金门寒舍二手房(苏州链家),2019-12-24,4室3厅,220.89, (共3层),28069
金门,0,0,普通住宅,寒舍,低,0,0,107102102467,630,新出 寒舍E户型 南进门 纯毛坯 诚意出售_苏州姑苏金门寒舍二手房(苏州链家),2019-12-24,4室3厅,223.19, (共3层),28228
虎丘,1,10.0,普通住宅,虎阜花园西区,高,0,0,107102103118,370,虎阜花园西区，精装复式，满五唯一_苏州姑苏虎丘虎阜花园西区二手房(苏州链家),2019-12-24,5室3厅,173.06, (共5层),21380
南门,1,9.04,普通住宅,水城丽都,高,0,0,107102103820,465,水城丽都精装五楼复式，狂降30万，带买断车位，急售_苏州姑苏南门水城丽都二手房(苏州链家),2019-12-24,5室2厅,194, (共5层),23970
留园西园,0,0,普通住宅,冠云花园,高,0,0,107102104885,240,冠云花园顶带阁好房，房间多，适合家里人多的居住_苏州姑苏留园西园冠云花园二手房(苏州链家),2019-12-25,5室2厅,136, (共6层),17648
沧浪新城,1,8.21,普通住宅,万佳花苑,高,0,0,107102109669,360,此房满5年，复式格局，通透格局，户型正_苏州姑苏沧浪新城万佳花苑二手房(苏州链家),2019-12-27,4室2厅,118, (共5层),30509
胥江,1,21.7,普通住宅,万盛花园,高,0,0,107102115882,459,万盛花园 6室1厅 459万_苏州姑苏胥江万盛花园二手房(苏州链家),2019-12-29,6室1厅,220.16, (共4层),20849
十全街,2,17.439999999999998,普通住宅,吴衙场散盘,低,0,0,107102116200,535,沧本振华 三楼复式 外楼梯 大晒台 正气边户 视野开阔_苏州姑苏十全街吴衙场散盘二手房(苏州链家),2019-12-29,4室2厅,104, (共3层),51443
南门,1,10.96,普通住宅,人民路222号,高,0,0,107102105466,292,人民路222号精装复式  交通便利房东诚心 大阳台大露台_苏州姑苏南门人民路222号二手房(苏州链家),2019-12-25,5室3厅,174.92, (共5层),16694
金门,1,17.05,普通住宅,银泰花园一期,高,0,0,107102124461,375,干将路 银泰花园 顶楼复式带大车库 可以停放2部车！_苏州姑苏金门银泰花园一期二手房(苏州链家),2020-01-01,5室2厅,192, (共5层),19532
胥江,3,36.14,普通住宅,泰南路120号,高,0,0,107102127133,380,此房满五 省税 是房东自住 精装保养好 面积大楼层合适_苏州姑苏胥江泰南路120号二手房(苏州链家),2020-01-02,5室3厅,185, (共5层),20541
金门,0,0,普通住宅,宝城小区,高,0,0,107102127564,328,宝城小区 姑苏区 交通便利 配套齐全_苏州姑苏金门宝城小区二手房(苏州链家),2020-01-02,4室2厅,165, (共7层),19879
苏州大学,2,46.230000000000004,普通住宅,东环路1165号,高,0,0,107102131801,410,东环1号6号线商品房 带城平江 大复式带晒台 含汽车库_苏州姑苏苏州大学东环路1165号二手房(苏州链家),2020-01-03,5室3厅,192, (共5层),21355
胥江,0,0,普通住宅,梅亭苑,高,0,0,107102135863,235,新上房源 顶带阁 采光充足 房东诚心出售_苏州姑苏胥江梅亭苑二手房(苏州链家),2020-01-04,5室2厅,135, (共5层),17408
沧浪新城,3,26.64,普通住宅,长欣苑,高,0,0,107102141098,365,04年房龄 轻轨2号线 四房大复式 房东诚心出售_苏州姑苏沧浪新城长欣苑二手房(苏州链家),2020-01-06,4室3厅,162, (共5层),22531
娄门,0,0,普通住宅,东城明月,高,0,0,107102144371,350,东城明月，房东诚意卖，看房提前约。价格沟通好_苏州姑苏娄门东城明月二手房(苏州链家),2020-01-08,4室2厅,156, (共5层),22436
南门,2,22.11,普通住宅,润发公寓,高,0,0,107102144847,675,润发公寓 5室3厅 675万_苏州姑苏南门润发公寓二手房(苏州链家),2020-01-08,5室3厅,190, (共4层),35527
平江新城,0,0,普通住宅,苏江花园,高,0,0,107102145489,280,仲雅苑边上 苏江花园 5楼带阁楼 满5年 草桥和平实小_苏州姑苏平江新城苏江花园二手房(苏州链家),2020-01-08,4室2厅,129, (共5层),21706
留园西园,0,0,普通住宅,新庄新村,低,0,0,107102145551,228,新庄新村一楼带院子开门，院子30平方，采光好_苏州姑苏留园西园新庄新村二手房(苏州链家),2020-01-08,4室2厅,97.07, (共4层),23489
齐门,0,0,别墅,狮林苑,低,0,0,107102146825,2300,狮林苑 优质房源  1楼带院子    ._苏州姑苏齐门狮林苑二手房(苏州链家),2020-01-09,6室2厅,240, (共2层),95834
南门,1,11.83,普通住宅,南环西路23号,高,0,0,107102150902,270,好房出售，4号线轻轨，经典装修。_苏州姑苏南门南环西路23号二手房(苏州链家),2020-01-10,4室2厅,157, (共5层),17198
金门,0,0,普通住宅,宝城小区,高,0,0,107102153206,328,出门近轻轨口，前面无遮挡，采光刺眼，性价高_苏州姑苏金门宝城小区二手房(苏州链家),2020-01-11,4室2厅,165, (共6层),19879
南门,0,0,普通住宅,桂花公寓,高,0,0,107102154640,365,桂花公寓 4室2厅 交通方便 地铁五号线_苏州姑苏南门桂花公寓二手房(苏州链家),2020-01-11,4室2厅,109.35, (共4层),33380
胥江,0,0,普通住宅,奥林花园,高,0,0,107102155083,375,奥林花园，精装5楼复式，自住，看房方便，带独库！_苏州姑苏胥江奥林花园二手房(苏州链家),2020-01-11,5室3厅,220, (共5层),17046
胥江,1,31.12,普通住宅,新康花园,高,0,0,107102091156,340,新上房源，满五唯一，房东急售，位置采光好。_苏州姑苏胥江新康花园二手房(苏州链家),2019-12-20,6室2厅,200.66, (共6层),16945
南门,2,93.98,普通住宅,领秀江南,高,0,0,107102023621,665,满五不唯一，有独库，有买断车位，毛坯房，看房随时_苏州姑苏南门领秀江南二手房(苏州链家),2019-11-29,4室2厅,202, (共4层),32921
沧浪新城,2,28.12,普通住宅,友联一村,高,0,0,107102022669,235,友联一村，诚心出售，交通方便，_苏州姑苏沧浪新城友联一村二手房(苏州链家),2019-11-28,4室2厅,131, (共6层),17939
虎丘,0,0,普通住宅,虎阜花园西区,高,0,0,107102025913,230,四房，虎阜花园，复式，独库，诚心出售_苏州姑苏虎丘虎阜花园西区二手房(苏州链家),2019-11-29,4室2厅,99.2, (共5层),23186
齐门,0,0,普通住宅,竹之苑,低,0,0,107102028015,535,房子 一二楼复式 实际面积200平，带院子_苏州姑苏齐门竹之苑二手房(苏州链家),2019-11-30,4室2厅,120, (共4层),44584
桃花坞,0,0,别墅,景苑小区,低,0,0,107102026817,840,护城河畔联排别墅，满五年唯一，汽车库汽车位_苏州姑苏桃花坞景苑小区二手房(苏州链家),2019-11-30,5室2厅,212.99, (共4层),39439
平江新城,4,51.27,普通住宅,当代万国府MOMΛ,高,0,0,107102028439,680,上叠带露台 纯毛坯 可塑性强 房东诚意出售_苏州姑苏平江新城当代万国府MOMΛ二手房(苏州链家),2019-11-30,4室2厅,130, (共6层),52308
南门,1,17.9,普通住宅,水城丽都,高,0,0,107102030840,418,水城丽都 五楼带阁楼带晒台 精装 车库车位齐全_苏州姑苏南门水城丽都二手房(苏州链家),2019-12-01,5室3厅,154.66, (共5层),27028
十全街,1,8.63,普通住宅,南林苑进士巷散盘,高,0,0,107102031410,576,户型正气，采光好，四号地铁线三元坊地铁站_苏州姑苏十全街南林苑进士巷散盘二手房(苏州链家),2019-12-01,4室2厅,115, (共4层),50087
南门,1,8.17,普通住宅,仓米巷社区,高,0,0,107102034152,440,大四房带阳光房，采光很好，精装修_苏州姑苏南门仓米巷社区二手房(苏州链家),2019-12-02,4室3厅,110, (共4层),40000
金阊新城,0,0,普通住宅,富强新苑一区,高,0,0,107102038263,327,顶带阁，面积大，采光好，楼间距大_苏州姑苏金阊新城富强新苑一区二手房(苏州链家),2019-12-03,5室2厅,187, (共5层),17487
胥江,1,6.93,普通住宅,桐馨苑,高,0,0,107102040497,232,【贝壳精选】 满五唯一 地铁出口 配套齐全_苏州姑苏胥江桐馨苑二手房(苏州链家),2019-12-04,4室2厅,100, (共6层),23200
金门,0,0,普通住宅,东沁苑,高,0,0,107102041769,245,此房采光好，顶楼复式，精装修，带一个自行车库。_苏州姑苏金门东沁苑二手房(苏州链家),2019-12-04,4室2厅,133.86, (共6层),18303
胥江,2,16.84,普通住宅,姑香苑,高,0,0,107102037573,250,象牙新村旁姑香苑 复式西边全明户型 带独立大车库_苏州姑苏胥江姑香苑二手房(苏州链家),2019-12-03,4室2厅,125, (共6层),20000
金门,0,0,普通住宅,张家浜,高,0,0,107102053183,192,双教育地铁姑苏区张家浜、、、、_苏州姑苏金门张家浜二手房(苏州链家),2019-12-08,4室2厅,67.44, (共6层),28470
齐门,0,0,别墅,晋府水巷别墅,低,0,0,107102054893,1400,晋府水巷别墅 6室3厅 1400万_苏州姑苏齐门晋府水巷别墅二手房(苏州链家),2019-12-08,6室3厅,366, (共3层),38252
平江新城,0,0,普通住宅,当代万国府MOMΛ,高,0,0,107102054906,635,万国府 科技住宅 视野开阔 家具全留 已满二 诚意出售_苏州姑苏平江新城当代万国府MOMΛ二手房(苏州链家),2019-12-08,4室1厅,145.7, (共16层),43583
胥江,3,53.12,别墅,景运家园,低,1,79.72,107102057614,780,联排别墅边户，交通方便，采光充足，配套设施齐全_苏州姑苏胥江景运家园二手房(苏州链家),2019-12-09,5室3厅,261.98, (共3层),29774
葑门,1,3.99,普通住宅,现代花园,高,0,0,107102058294,198,现代花园老精装复式，采光无遮挡，业主诚意出售。_苏州姑苏葑门现代花园二手房(苏州链家),2019-12-09,4室2厅,101, (共6层),19604
