,area,balconynum,balconysize,category,community,floor,gardennum,gardensize,id,listprice,name,onboarddate,roominfo,size,totalfloor,unitprice,totalfloornum,cname,builtyear,additionalfloor,hasservice,isinnerring,isoldcity,isfamousarea,garage,recognizedsize,isvilla,istopfloor,areaprice,communityprice,houseprice,bottomunitprice,bottomprice
256,留园西园,2,21.88,普通住宅,嘉业阳光城,高,0,0.0,107102330859,325.0,此房满五年，配套实施完善、交通便利户型很受欢迎_苏州姑苏留园西园嘉业阳光城二手房(苏州链家),2020-04-02,5室3厅,209.0, (共5层),15551,5,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,209.0,0.0,0.0,20000,0.0,94.0,20094.0,419.9646
258,胥江,2,39.53,普通住宅,胥馨家园,高,0,0.0,107102334432,400.0,胥馨家园 胥江路 5楼复式 带晒台 价格可谈 独库21平_苏州姑苏胥江胥馨家园二手房(苏州链家),2020-04-03,5室2厅,196.68, (共5层),20338,5,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,196.0,0.0,0.0,20000,0.0,976.5,20976.5,411.1394
259,留园西园,0,0.0,别墅,玖园,低,0,0.0,107102335682,699.0,市区联排别墅 纯毛坯南北院子 带汽车库地下室 有钥匙_苏州姑苏留园西园玖园二手房(苏州链家),2020-04-03,5室2厅,280.0, (共2层),24965,2,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,280.0,1.0,0.0,20000,0.0,5000.0,25000.0,658.0
260,留园西园,0,0.0,别墅,玖园,低,0,0.0,107102336039,750.0,市区联排 南北院子 四层联排 满两年有钥匙价可谈_苏州姑苏留园西园玖园二手房(苏州链家),2020-04-03,5室3厅,280.0, (共2层),26786,2,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,280.0,1.0,0.0,20000,0.0,5000.0,25000.0,658.0
261,葑门,0,0.0,普通住宅,现代花园,高,0,0.0,107102341272,273.0,急售 欧尚 家乐福旁 2000年房龄 带独库_苏州姑苏葑门现代花园二手房(苏州链家),2020-04-04,5室1厅,150.8, (共5层),18104,5,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,150.0,0.0,0.0,20000,0.0,-2000.0,18000.0,270.0
263,胥江,0,0.0,普通住宅,金桥新村,高,0,0.0,107102344209,260.0,胥江新村，顶楼复式，精装修可拎包入住_苏州姑苏胥江金桥新村二手房(苏州链家),2020-04-05,5室2厅,134.0, (共6层),19403,6,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,134.0,0.0,1.0,20000,0.0,0.0,20000.0,268.0
265,金阊新城,0,0.0,普通住宅,富强新苑二区,高,0,0.0,107102345181,255.0,此房满五，业主自住，安静宜居，出行方便，采光好_苏州姑苏金阊新城富强新苑二区二手房(苏州链家),2020-04-05,4室2厅,153.0, (共5层),16667,5,,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,153.0,0.0,0.0,17000,0.0,-2000.0,15000.0,229.5
268,平江新城,1,12.89,普通住宅,汇翠花园,高,0,0.0,107102352262,325.0,此房楼间距大，中间楼层。采光没问题，户型正气，_苏州姑苏平江新城汇翠花园二手房(苏州链家),2020-04-06,4室2厅,154.0, (共5层),21104,5,,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,154.0,0.0,0.0,17000,0.0,-355.5,16644.5,256.3253
270,胥江,0,0.0,普通住宅,锦邻缘,高,0,0.0,107102254358,272.0,新上锦邻缘，五楼带阁楼，四房两厅精装修_苏州姑苏胥江锦邻缘二手房(苏州链家),2020-03-15,4室2厅,99.27, (共5层),27401,5,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,99.0,0.0,1.0,20000,0.0,1000.0,21000.0,207.9
272,留园西园,0,0.0,别墅,嘉业阳光城,低,0,0.0,107102256325,699.0,姑苏西园 新庄立交 联排别墅 诚意出售！_苏州姑苏留园西园嘉业阳光城二手房(苏州链家),2020-03-16,5室3厅,252.0, (共1层),27739,1,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,252.0,1.0,0.0,20000,0.0,5000.0,25000.0,601.02
273,胥江,1,9.79,普通住宅,梅亭苑,高,0,0.0,107102258072,235.0,得房率高，自行车库15平米，看房方便_苏州姑苏胥江梅亭苑二手房(苏州链家),2020-03-16,4室2厅,102.0, (共5层),23040,5,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,102.0,0.0,0.0,20000,0.0,-510.5,19489.5,198.7929
276,留园西园,1,12.0,别墅,丽景花苑,低,1,50.4,107102266423,780.0,古城区独栋别墅自住装修带车库带大院子_苏州姑苏留园西园丽景花苑二手房(苏州链家),2020-03-18,5室3厅,250.0, (共1层),31200,1,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,250.0,1.0,0.0,20000,0.0,10120.0,30120.0,708.875
277,胥江,0,0.0,普通住宅,梅亭苑,高,0,0.0,107102271734,200.0,满五不唯一，精装修，户型正气，采光佳。。。_苏州姑苏胥江梅亭苑二手房(苏州链家),2020-03-20,4室2厅,98.0, (共5层),20409,5,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,98.0,0.0,0.0,20000,0.0,-2000.0,18000.0,176.4
279,胥江,2,47.83,普通住宅,胥馨家园,高,0,0.0,107102273595,445.8,胥江路 胥馨家园 4楼复 精装五居室 独立自行车库！_苏州姑苏胥江胥馨家园二手房(苏州链家),2020-03-20,5室2厅,216.88, (共4层),20556,4,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,216.0,0.0,0.0,20000,0.0,2391.4999999999995,22391.5,483.6564
281,留园西园,0,0.0,普通住宅,冠云花园,高,0,0.0,107102277315,240.0,冠云花园 5室2厅 240万_苏州姑苏留园西园冠云花园二手房(苏州链家),2020-03-21,5室2厅,120.0, (共6层),20000,6,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,120.0,0.0,0.0,20000,0.0,-3000.0,17000.0,204.0
286,南门,2,26.76,普通住宅,盘溪新村上沙苑,高,0,0.0,107102282694,298.0,满五唯一，金典复式，采光刺眼，交通便利。_苏州姑苏南门盘溪新村上沙苑二手房(苏州链家),2020-03-22,4室2厅,149.1, (共5层),19987,5,,2000.0,0.0,1.0,1.0,1.0,0.0,0.0,149.0,0.0,0.0,21000,0.0,338.0,21338.0,317.9362
287,沧浪新城,1,6.66,普通住宅,友联二村,高,0,0.0,107102285877,235.0,友联二村 5室2厅 235万_苏州姑苏沧浪新城友联二村二手房(苏州链家),2020-03-23,5室2厅,140.0, (共6层),16786,6,,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,140.0,0.0,0.0,17000,0.0,-1667.0,15333.0,214.662
288,娄门,1,10.45,普通住宅,永林二区,高,0,0.0,107102285903,320.0,永林二区，婚房装修，顶楼复式，楼上楼下一样大_苏州姑苏娄门永林二区二手房(苏州链家),2020-03-23,4室2厅,110.0, (共6层),29091,6,,2000.0,0.0,1.0,1.0,1.0,0.0,0.0,110.0,0.0,1.0,21000,0.0,9022.5,30022.5,330.2475
290,平江新城,3,19.71,普通住宅,苏锦一村,高,0,0.0,107102285989,320.0,苏锦一村 顶楼复式 中等装修 看房方便 业主诚心出售_苏州姑苏平江新城苏锦一村二手房(苏州链家),2020-03-23,5室3厅,148.07, (共5层),21612,5,,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,148.0,0.0,1.0,17000,0.0,8481.481630309989,25481.481630309987,377.1259281285878
291,留园西园,0,0.0,别墅,嘉业阳光城,低,0,0.0,107102288248,630.0,嘉业阳光城联排别墅230平，院子25平左右，630万_苏州姑苏留园西园嘉业阳光城二手房(苏州链家),2020-03-23,5室3厅,230.0, (共1层),27392,1,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,230.0,1.0,0.0,20000,0.0,5000.0,25000.0,554.875
293,胥江,2,32.3,普通住宅,小施家弄22号,高,0,0.0,107102290415,335.0,业主自住精装修四楼复式，前后带大露台 彩光好通透_苏州姑苏胥江小施家弄22号二手房(苏州链家),2020-03-24,4室2厅,147.0, (共4层),22790,4,,2000.0,0.0,0.0,1.0,0.0,0.0,0.0,147.0,0.0,0.0,20000,-2000.0,1615.0,19615.0,288.3405
294,葑门,0,0.0,普通住宅,现代花园,高,0,0.0,107102292004,252.0,现代花园精装复式，4房两卫，家具家电齐全_苏州姑苏葑门现代花园二手房(苏州链家),2020-03-24,4室2厅,101.0, (共5层),24951,5,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,101.0,0.0,0.0,20000,0.0,-2000.0,18000.0,181.8
296,南门,1,14.07,普通住宅,南华公寓,高,0,0.0,107102295187,399.0,复式三卫，满五唯一，适合一家人居住，环境好居住舒适_苏州姑苏南门南华公寓二手房(苏州链家),2020-03-25,5室3厅,200.0, (共5层),19950,5,,2000.0,0.0,1.0,1.0,1.0,0.0,0.0,200.0,0.0,0.0,21000,0.0,-296.5,20703.5,414.07
297,虎丘,1,3.64,普通住宅,虎阜花园西区,高,0,0.0,107102295661,243.0,满五唯一税少，精装拎包入住，南北通透，实用面积大_苏州姑苏虎丘虎阜花园西区二手房(苏州链家),2020-03-25,4室2厅,99.0, (共5层),24546,5,,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,17000,0.0,-818.0,16182.0,160.2018
298,平江新城,1,8.02,普通住宅,官渎花园,高,0,0.0,107102297079,215.0,官渡花园 精装4室 顶复 自住诚意出售_苏州姑苏平江新城官渎花园二手房(苏州链家),2020-03-25,4室2厅,88.52, (共5层),24289,5,,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,88.0,0.0,1.0,17000,0.0,7851.067781292364,24851.067781292364,218.6893964753728
299,留园西园,0,0.0,别墅,嘉业阳光城,低,0,0.0,107102299399,650.0,嘉业阳光城 边户别墅 双车位车库 精装修 100平大院子_苏州姑苏留园西园嘉业阳光城二手房(苏州链家),2020-03-26,5室2厅,230.0, (共3层),28261,3,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,230.0,1.0,0.0,20000,0.0,5000.0,25000.0,554.875
300,胥江,0,0.0,普通住宅,新康花园,高,0,0.0,107102253122,266.0,新康花园 顶楼复式 业主诚心急售_苏州姑苏胥江新康花园二手房(苏州链家),2020-03-15,5室2厅,140.0, (共6层),19000,6,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,140.0,0.0,1.0,20000,0.0,0.0,20000.0,280.0
301,金门,2,13.64,普通住宅,金之枫花园,高,0,0.0,107102158334,355.0,金之枫花园复式 自住装修 带大晒台 独库 看房方便_苏州姑苏金门金之枫花园二手房(苏州链家),2020-01-13,5室3厅,175.5, (共6层),20228,6,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,175.0,0.0,0.0,20000,0.0,-1318.0,18682.0,326.935
302,胥江,1,12.28,普通住宅,胥馨家园,高,0,0.0,107102158325,430.0,轻轨旁 四楼复式 带南晒台 采光好 有钥匙 随时看房_苏州姑苏胥江胥馨家园二手房(苏州链家),2020-01-13,5室3厅,235.0, (共4层),18298,4,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,235.0,0.0,0.0,20000,0.0,614.0,20614.0,484.429
304,胥江,0,0.0,普通住宅,华泰家园,低,0,0.0,107102158368,448.0,劳动路地铁2号线，护城河旁，华泰家园 有汽车库另_苏州姑苏胥江华泰家园二手房(苏州链家),2020-01-13,4室2厅,176.0, (共5层),25455,5,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,176.0,0.0,0.0,20000,0.0,500.0,20500.0,360.8
305,留园西园,0,0.0,普通住宅,新庄二村,高,0,0.0,107102158399,285.0,一梯一户，楼上楼下分开，相当于两家。_苏州姑苏留园西园新庄二村二手房(苏州链家),2020-01-13,5室3厅,200.0, (共6层),14250,6,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,200.0,0.0,0.0,20000,0.0,-3000.0,17000.0,340.0
306,胥江,0,0.0,普通住宅,广大家园,高,0,0.0,107102159888,305.0,顶楼复式 无遮挡，采光好 四室好户型_苏州姑苏胥江广大家园二手房(苏州链家),2020-01-13,4室2厅,127.0, (共4层),24016,4,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,127.0,0.0,1.0,20000,0.0,2000.0,22000.0,279.4
308,金门,3,25.58,普通住宅,彩香一村三区,高,0,0.0,107102161785,270.0,视野好 利用空间充足 诚心出售 可塑造性高_苏州姑苏金门彩香一村三区二手房(苏州链家),2020-01-14,4室2厅,160.62, (共5层),16810,5,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,160.0,0.0,0.0,20000,0.0,279.0,20279.0,324.464
310,留园西园,1,5.26,普通住宅,玫瑰苑(姑苏区),高,0,0.0,107102177850,248.0,视野开阔采光充足，配套设施齐全，交通便利，得房率高_苏州姑苏留园西园玫瑰苑(姑苏区)二手房(苏州链家),2020-02-12,4室3厅,91.7, (共5层),27045,5,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,91.0,0.0,0.0,20000,0.0,-737.0,19263.0,175.2933
311,娄门,0,0.0,普通住宅,永林新村,低,0,0.0,107102187771,325.0,永林新村 楼层好 房型正  老式精装修_苏州姑苏娄门永林新村二手房(苏州链家),2020-02-22,4室2厅,142.83, (共6层),22755,6,,2000.0,0.0,1.0,1.0,1.0,0.0,0.0,142.0,0.0,0.0,21000,0.0,500.0,21500.0,305.3
312,平江新城,0,0.0,普通住宅,汇翠花园,高,0,0.0,107102193178,338.0,房东诚心售房，看房方便，采光充足_苏州姑苏平江新城汇翠花园二手房(苏州链家),2020-02-25,5室3厅,195.0, (共5层),17334,5,,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,195.0,0.0,0.0,17000,0.0,-2000.0,15000.0,292.5
314,胥江,0,0.0,普通住宅,梅亭苑,高,0,0.0,107102203656,190.0,梅亭苑5楼复式 看房方便 业主自住，自行车库15平米_苏州姑苏胥江梅亭苑二手房(苏州链家),2020-02-29,4室2厅,102.6, (共5层),18519,5,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,102.0,0.0,0.0,20000,0.0,-2000.0,18000.0,183.6
315,平江新城,0,0.0,普通住宅,汇翠花园,高,0,0.0,107102198536,360.0,满五唯一 顶楼三阳台 楼下107+68平_苏州姑苏平江新城汇翠花园二手房(苏州链家),2020-02-27,5室2厅,175.0, (共5层),20572,5,,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,175.0,0.0,0.0,17000,0.0,-2000.0,15000.0,262.5
317,平江新城,0,0.0,普通住宅,汇翠花园,高,0,0.0,107102215026,365.0,新上！汇翠复式大五房！30平露台！一家人住的大宅_苏州姑苏平江新城汇翠花园二手房(苏州链家),2020-03-04,5室2厅,195.72, (共5层),18650,5,,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,195.0,0.0,0.0,17000,0.0,-2000.0,15000.0,292.5
319,金阊新城,0,0.0,普通住宅,富强新苑二区,高,0,0.0,107102220708,292.0,富强新苑二区 4室2厅 292万_苏州姑苏金阊新城富强新苑二区二手房(苏州链家),2020-03-06,4室2厅,154.0, (共5层),18962,5,,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,154.0,0.0,0.0,17000,0.0,-2000.0,15000.0,231.0
320,平江新城,2,14.3,普通住宅,苏锦一村,高,0,0.0,107102224126,375.0,锦月新居 复式住宅 精装修 4月满两年 业主诚意售房_苏州姑苏平江新城苏锦一村二手房(苏州链家),2020-03-07,5室2厅,183.0, (共5层),20492,5,,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,183.0,0.0,0.0,17000,0.0,-285.0,16715.0,305.8845
321,石路,1,7.91,普通住宅,红菱花苑,高,0,0.0,107102225508,370.0,红菱花苑5五楼复式。自住装修，附带车位一个。_苏州姑苏石路红菱花苑二手房(苏州链家),2020-03-07,6室3厅,183.0, (共5层),20219,5,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,183.0,0.0,0.0,20000,0.0,-604.5,19395.5,354.93765
322,留园西园,2,18.76,普通住宅,嘉业阳光城,高,0,0.0,107102227713,330.0,房子满五、户型正气，采光充足，视野开阔_苏州姑苏留园西园嘉业阳光城二手房(苏州链家),2020-03-08,5室3厅,184.0, (共5层),17935,5,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,184.0,0.0,0.0,20000,0.0,-62.0,19938.0,366.8592
325,胥江,1,13.96,普通住宅,新康花园,高,0,0.0,107102244260,288.0,新康花园二期  复式 有独库 有钥匙看房方便_苏州姑苏胥江新康花园二手房(苏州链家),2020-03-13,5室2厅,168.94, (共6层),17048,6,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,168.0,0.0,0.0,20000,0.0,-1302.0,18698.0,314.1264
326,金门,0,0.0,别墅,寒舍,低,0,0.0,107102246026,534.6,寒舍 4室2厅 534.6万_苏州姑苏金门寒舍二手房(苏州链家),2020-03-13,4室2厅,202.66, (共3层),26380,3,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,202.0,1.0,0.0,20000,0.0,5000.0,25000.0,494.395
327,虎丘,0,0.0,普通住宅,虎阜花园西区,高,0,0.0,107102247651,258.5,虎阜花园西区 经典四房 顶带阁 改善住房_苏州姑苏虎丘虎阜花园西区二手房(苏州链家),2020-03-14,4室2厅,120.0, (共5层),21542,5,,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,17000,0.0,-2000.0,15000.0,180.0
328,胥江,1,12.97,普通住宅,金桥新村,高,0,0.0,107102249959,238.0,金桥新村 满五唯一 带车位 车库  带露台 拎包入住_苏州姑苏胥江金桥新村二手房(苏州链家),2020-03-14,4室2厅,156.0, (共6层),15257,6,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,156.0,0.0,0.0,20000,0.0,-1351.5,18648.5,290.9166
329,沧浪新城,2,25.04,普通住宅,福星小区,高,0,0.0,107102251303,358.0,四楼复式，老式精装修，看房提前预约，业主诚售，，_苏州姑苏沧浪新城福星小区二手房(苏州链家),2020-03-14,5室3厅,189.26, (共4层),18916,4,,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,189.0,0.0,0.0,17000,0.0,1252.0,18252.0,344.9628
330,胥江,0,0.0,普通住宅,三香花园,高,0,0.0,107102158318,360.0,三香广场旁 三香花园复式 带大露台 独库 自住装修_苏州姑苏胥江三香花园二手房(苏州链家),2020-01-13,6室3厅,155.68, (共5层),23125,5,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,155.0,0.0,0.0,20000,0.0,-2000.0,18000.0,279.0
333,石路,2,21.73,普通住宅,红菱花苑,高,0,0.0,107102101029,480.0,红菱花苑地铁口复式好房 精装修 拎包入住_苏州姑苏石路红菱花苑二手房(苏州链家),2019-12-23,5室3厅,200.4, (共5层),23953,5,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,200.0,0.0,0.0,20000,0.0,86.5,20086.5,401.73
334,金门,0,0.0,普通住宅,菱塘新村二区,高,0,0.0,107102101481,410.0,菱塘新村二区 5室2厅 410万_苏州姑苏金门菱塘新村二区二手房(苏州链家),2019-12-23,5室2厅,200.0, (共4层),20500,4,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,200.0,0.0,0.0,20000,0.0,-1000.0,19000.0,380.0
335,金阊新城,0,0.0,普通住宅,富强新苑二区,高,0,0.0,107102094760,310.0,城北西路边地铁口旁，大户顶楼复式，精装修，随时看_苏州姑苏金阊新城富强新苑二区二手房(苏州链家),2019-12-21,5室2厅,189.0, (共5层),16403,5,,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,189.0,0.0,1.0,17000,0.0,1000.0,18000.0,340.2
336,金门,0,0.0,别墅,寒舍,低,0,0.0,107102102332,620.0,新出 寒舍E户型 北进门 纯毛坯 诚意出售_苏州姑苏金门寒舍二手房(苏州链家),2019-12-24,4室3厅,220.89, (共3层),28069,3,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,220.0,1.0,0.0,20000,0.0,5000.0,25000.0,533.5
338,虎丘,1,10.0,普通住宅,虎阜花园西区,高,0,0.0,107102103118,370.0,虎阜花园西区，精装复式，满五唯一_苏州姑苏虎丘虎阜花园西区二手房(苏州链家),2019-12-24,5室3厅,173.06, (共5层),21380,5,,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,173.0,0.0,0.0,17000,0.0,-500.0,16500.0,285.45
339,南门,1,9.04,普通住宅,水城丽都,高,0,0.0,107102103820,465.0,水城丽都精装五楼复式，狂降30万，带买断车位，急售_苏州姑苏南门水城丽都二手房(苏州链家),2019-12-24,5室2厅,194.0, (共5层),23970,5,,2000.0,0.0,1.0,1.0,1.0,0.0,0.0,194.0,0.0,0.0,21000,0.0,-548.0,20452.0,396.7688
340,留园西园,0,0.0,普通住宅,冠云花园,高,0,0.0,107102104885,240.0,冠云花园顶带阁好房，房间多，适合家里人多的居住_苏州姑苏留园西园冠云花园二手房(苏州链家),2019-12-25,5室2厅,136.0, (共6层),17648,6,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,136.0,0.0,0.0,20000,0.0,-3000.0,17000.0,231.2
342,胥江,1,21.7,普通住宅,万盛花园,高,0,0.0,107102115882,459.0,万盛花园 6室1厅 459万_苏州姑苏胥江万盛花园二手房(苏州链家),2019-12-29,6室1厅,220.16, (共4层),20849,4,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,220.0,0.0,0.0,20000,0.0,1085.0,21085.0,463.87
344,南门,1,10.96,普通住宅,人民路222号,高,0,0.0,107102105466,292.0,人民路222号精装复式  交通便利房东诚心 大阳台大露台_苏州姑苏南门人民路222号二手房(苏州链家),2019-12-25,5室3厅,174.92, (共5层),16694,5,,2000.0,0.0,0.0,1.0,1.0,0.0,0.0,174.0,0.0,0.0,21000,-2000.0,-452.0,18548.0,322.7352
345,金门,1,17.05,普通住宅,银泰花园一期,高,0,0.0,107102124461,375.0,干将路 银泰花园 顶楼复式带大车库 可以停放2部车！_苏州姑苏金门银泰花园一期二手房(苏州链家),2020-01-01,5室2厅,192.0, (共5层),19532,5,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,192.0,0.0,1.0,20000,0.0,9852.5,29852.5,556.543872
346,胥江,3,36.14,普通住宅,泰南路120号,高,0,0.0,107102127133,380.0,此房满五 省税 是房东自住 精装保养好 面积大楼层合适_苏州姑苏胥江泰南路120号二手房(苏州链家),2020-01-02,5室3厅,185.0, (共5层),20541,5,,2000.0,0.0,0.0,1.0,0.0,0.0,0.0,185.0,0.0,0.0,20000,-2000.0,807.0,18807.0,347.9295
347,金门,0,0.0,普通住宅,宝城小区,高,0,0.0,107102127564,328.0,宝城小区 姑苏区 交通便利 配套齐全_苏州姑苏金门宝城小区二手房(苏州链家),2020-01-02,4室2厅,165.0, (共7层),19879,7,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,165.0,0.0,0.0,20000,0.0,-4000.0,16000.0,264.0
348,苏州大学,2,46.23,普通住宅,东环路1165号,高,0,0.0,107102131801,410.0,东环1号6号线商品房 带城平江 大复式带晒台 含汽车库_苏州姑苏苏州大学东环路1165号二手房(苏州链家),2020-01-03,5室3厅,192.0, (共5层),21355,5,,2000.0,0.0,0.0,1.0,0.0,0.0,0.0,192.0,0.0,0.0,20000,-2000.0,1311.4999999999995,19311.5,370.7808
349,胥江,0,0.0,普通住宅,梅亭苑,高,0,0.0,107102135863,235.0,新上房源 顶带阁 采光充足 房东诚心出售_苏州姑苏胥江梅亭苑二手房(苏州链家),2020-01-04,5室2厅,135.0, (共5层),17408,5,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,135.0,0.0,0.0,20000,0.0,-2000.0,18000.0,243.0
350,沧浪新城,3,26.64,普通住宅,长欣苑,高,0,0.0,107102141098,365.0,04年房龄 轻轨2号线 四房大复式 房东诚心出售_苏州姑苏沧浪新城长欣苑二手房(苏州链家),2020-01-06,4室3厅,162.0, (共5层),22531,5,,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,162.0,0.0,0.0,17000,0.0,332.0,17332.0,280.7784
351,娄门,0,0.0,普通住宅,东城明月,高,0,0.0,107102144371,350.0,东城明月，房东诚意卖，看房提前约。价格沟通好_苏州姑苏娄门东城明月二手房(苏州链家),2020-01-08,4室2厅,156.0, (共5层),22436,5,,2000.0,0.0,1.0,1.0,1.0,0.0,0.0,156.0,0.0,0.0,21000,0.0,-2000.0,19000.0,296.4
353,平江新城,0,0.0,普通住宅,苏江花园,高,0,0.0,107102145489,280.0,仲雅苑边上 苏江花园 5楼带阁楼 满5年 草桥和平实小_苏州姑苏平江新城苏江花园二手房(苏州链家),2020-01-08,4室2厅,129.0, (共5层),21706,5,,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,129.0,0.0,1.0,17000,0.0,1000.0,18000.0,232.2
354,留园西园,0,0.0,普通住宅,新庄新村,低,0,0.0,107102145551,228.0,新庄新村一楼带院子开门，院子30平方，采光好_苏州姑苏留园西园新庄新村二手房(苏州链家),2020-01-08,4室2厅,97.07, (共4层),23489,4,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,97.0,0.0,0.0,20000,0.0,500.0,20500.0,198.85
356,南门,1,11.83,普通住宅,南环西路23号,高,0,0.0,107102150902,270.0,好房出售，4号线轻轨，经典装修。_苏州姑苏南门南环西路23号二手房(苏州链家),2020-01-10,4室2厅,157.0, (共5层),17198,5,,2000.0,0.0,0.0,1.0,1.0,0.0,0.0,157.0,0.0,0.0,21000,-2000.0,-408.5,18591.5,291.88655
357,金门,0,0.0,普通住宅,宝城小区,高,0,0.0,107102153206,328.0,出门近轻轨口，前面无遮挡，采光刺眼，性价高_苏州姑苏金门宝城小区二手房(苏州链家),2020-01-11,4室2厅,165.0, (共6层),19879,6,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,165.0,0.0,0.0,20000,0.0,-3000.0,17000.0,280.5
359,胥江,0,0.0,普通住宅,奥林花园,高,0,0.0,107102155083,375.0,奥林花园，精装5楼复式，自住，看房方便，带独库！_苏州姑苏胥江奥林花园二手房(苏州链家),2020-01-11,5室3厅,220.0, (共5层),17046,5,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,220.0,0.0,0.0,20000,0.0,-2000.0,18000.0,396.0
360,胥江,1,31.12,普通住宅,新康花园,高,0,0.0,107102091156,340.0,新上房源，满五唯一，房东急售，位置采光好。_苏州姑苏胥江新康花园二手房(苏州链家),2019-12-20,6室2厅,200.66, (共6层),16945,6,,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,200.0,0.0,0.0,20000,0.0,-444.0,19556.0,391.12
362,沧浪新城,2,28.12,普通住宅,友联一村,高,0,0.0,107102022669,235.0,友联一村，诚心出售，交通方便，_苏州姑苏沧浪新城友联一村二手房(苏州链家),2019-11-28,4室2厅,131.0, (共6层),17939,6,,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,131.0,0.0,0.0,17000,0.0,-594.0,16406.0,214.9186
363,虎丘,0,0.0,普通住宅,虎阜花园西区,高,0,0.0,107102025913,230.0,四房，虎阜花园，复式，独库，诚心出售_苏州姑苏虎丘虎阜花园西区二手房(苏州链家),2019-11-29,4室2厅,99.2, (共5层),23186,5,,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,17000,0.0,-2000.0,15000.0,148.5
367,南门,1,17.9,普通住宅,水城丽都,高,0,0.0,107102030840,418.0,水城丽都 五楼带阁楼带晒台 精装 车库车位齐全_苏州姑苏南门水城丽都二手房(苏州链家),2019-12-01,5室3厅,154.66, (共5层),27028,5,,2000.0,0.0,1.0,1.0,1.0,0.0,0.0,154.0,0.0,1.0,21000,0.0,10350.192034139403,31350.192034139403,482.7929573257468
